;TP_SEXO;TP_COR_RACA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;CO_MUNICIPIO_ESC;Q001;Q002;Q003;Q004;Q022;Q024;Q025;RendaMaxima;ClasseSocial;anosEstudoPai;anosEstudoMae;RazaoPessoasQuarto;PessoasPorQuarto;mediaNota;NOTA_MT;NOTA_LC;NOTA_CH;NOTA_CN;NOTA_REDACAO;Cluster
3114;F;Parda;Particular;Urbano;491.0;612.9;577.7;552.6;840.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;3992;D;9;9;1.5;(1, 2];614.8399999999998;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
3115;F;NaoDeclarado;Estadual;Urbano;414.4;463.9;493.5;424.7;420.0;2211001.0;NaoSabe;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;0;5;1.0;(0, 1];443.3;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3116;M;Preta;Estadual;Urbano;415.1;441.7;451.4;512.3;620.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);NãoSabe;Sim;Sim;Sim;1497;E;4;12;2.0;(1, 2];488.1;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3117;F;Branco;Estadual;Urbano;402.9;417.5;371.3;457.2;480.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;5;12;1.33;(1, 2];425.78;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3118;M;Parda;Particular;Urbano;459.7;553.1;565.7;597.2;800.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;12;18;1.0;(0, 1];595.14;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
3119;F;Parda;Particular;Urbano;615.1;657.4;635.1;702.1;940.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;5988;C;16;16;1.0;(0, 1];709.9399999999998;(650, 800];(500, 650];(650, 800];(500, 650];(800.0, 1000.0];0
3120;M;Parda;Particular;Urbano;730.6;738.4;679.5;910.1;940.0;2211001.0;Superior;Superior;Grupo(D,E);NãoSabe;Sim;Sim;Sim;9980;C;16;16;2.0;(1, 2];799.72;(800, 1000];(650, 800];(650, 800];(650, 800];(800.0, 1000.0];0
3121;M;Parda;Estadual;Urbano;369.2;419.6;477.9;503.9;420.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;5;12;2.0;(1, 2];438.12;(500, 650];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3122;F;Parda;Particular;Urbano;661.6;669.5;647.2;853.0;920.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;7984;C;16;16;1.0;(0, 1];750.26;(800, 1000];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
3123;F;Parda;Particular;Urbano;472.7;579.3;537.5;663.7;760.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;8982;C;18;18;0.75;(0, 1];602.64;(650, 800];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
3124;M;Parda;Estadual;Urbano;418.8;335.8;501.8;416.4;520.0;2211001.0;NaoSabe;FundamentalIncompleto;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;0;E;0;4;1.0;(0, 1];438.56000000000006;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
3125;M;Parda;Particular;Urbano;515.6;530.4;529.8;580.1;880.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;3992;D;18;18;1.5;(1, 2];607.18;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3126;M;Branco;Estadual;Urbano;403.3;334.9;393.4;473.8;680.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;0;E;12;12;1.0;(0, 1];457.08;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
3127;M;Branco;Particular;Urbano;651.6;653.2;608.3;701.6;920.0;2211001.0;Medio;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;4990;C;12;9;1.67;(1, 2];706.9399999999998;(650, 800];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
3128;F;Parda;Particular;Urbano;453.7;473.2;479.7;485.9;720.0;2211001.0;Medio;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;5;2.0;(1, 2];522.5;(300, 500];(300, 500];(300, 500];(300, 500];(650.0, 800.0];1
3129;F;Parda;Estadual;Urbano;558.4;591.2;596.3;731.8;980.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;3992;D;5;18;2.0;(1, 2];691.5400000000002;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3130;M;Branco;Estadual;Urbano;406.5;383.1;428.5;526.8;560.0;2211001.0;FundamentalIncompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;2994;D;5;16;2.0;(1, 2];460.98;(500, 650];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3131;M;Preta;Particular;Urbano;453.4;608.2;580.4;587.7;600.0;2211001.0;FundamentalCompleto;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;1497;E;9;16;4.0;(3, 4];565.94;(500, 650];(500, 650];(500, 650];(300, 500];(500.0, 650.0];0
3132;F;Parda;Estadual;Urbano;429.0;537.9;427.4;422.5;600.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;1996;E;12;12;1.0;(0, 1];483.36;(300, 500];(300, 500];(500, 650];(300, 500];(500.0, 650.0];1
3133;F;Parda;Estadual;Urbano;426.3;540.1;547.1;416.7;660.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;998;E;4;5;2.67;(2, 3];518.0400000000002;(300, 500];(500, 650];(500, 650];(300, 500];(650.0, 800.0];1
3134;F;Parda;Particular;Urbano;592.2;547.8;599.0;657.4;940.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;5;5.0;(4, 20];667.28;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3135;F;Parda;Particular;Urbano;389.3;600.0;502.0;456.7;360.0;2211001.0;FundamentalIncompleto;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;4990;C;5;18;1.33;(1, 2];461.6;(300, 500];(500, 650];(500, 650];(300, 500];(300.0, 500.0];1
3136;M;Branco;Particular;Urbano;562.2;365.4;518.0;614.5;700.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;7984;C;18;16;2.0;(1, 2];552.0200000000002;(500, 650];(500, 650];(300, 500];(500, 650];(650.0, 800.0];0
3137;M;Parda;Particular;Urbano;530.9;588.1;578.0;529.8;840.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2495;D;12;12;1.5;(1, 2];613.3599999999999;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3138;F;Parda;Particular;Urbano;599.7;566.8;601.1;572.1;960.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1996;E;12;12;2.0;(1, 2];659.9399999999998;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3139;F;Preta;Estadual;Urbano;405.8;420.1;412.2;475.9;460.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;0;E;12;12;1.5;(1, 2];434.8;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3140;F;Branco;Particular;Urbano;554.8;577.0;513.8;723.9;780.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;12;18;1.67;(1, 2];629.9;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3141;F;Parda;Particular;Urbano;617.0;643.6;598.4;628.7;980.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;12;12;2.5;(2, 3];693.54;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3142;F;Parda;Particular;Urbano;534.6;526.4;556.9;523.3;900.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;4990;C;9;12;1.0;(0, 1];608.24;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3143;M;Parda;Estadual;Urbano;399.5;377.8;534.2;673.1;860.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;2994;D;12;18;1.33;(1, 2];568.92;(650, 800];(500, 650];(300, 500];(300, 500];(800.0, 1000.0];1
3144;M;Preta;Particular;Urbano;547.8;478.0;537.4;570.1;760.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;12;16;1.0;(0, 1];578.6600000000002;(500, 650];(500, 650];(300, 500];(500, 650];(650.0, 800.0];0
3145;F;Branco;Particular;Urbano;603.5;606.7;608.2;711.2;960.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;9980;C;16;16;1.0;(0, 1];697.9200000000002;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3146;F;Parda;Estadual;Urbano;364.4;390.0;402.7;406.3;500.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;5;12;6.0;(4, 20];412.68;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3147;F;Parda;Estadual;Urbano;414.8;524.3;491.6;424.8;420.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;0;E;0;4;2.5;(2, 3];455.1;(300, 500];(300, 500];(500, 650];(300, 500];(300.0, 500.0];1
3148;F;Parda;Particular;Urbano;535.9;563.9;469.9;454.6;820.0;2211001.0;Superior;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;3992;D;16;16;1.5;(1, 2];568.86;(300, 500];(300, 500];(500, 650];(500, 650];(800.0, 1000.0];0
3149;M;Parda;Particular;Urbano;617.1;567.3;538.2;671.4;780.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Não;Sim;19960;B;18;16;2.0;(1, 2];634.8;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3150;M;Parda;Particular;Urbano;607.1;628.8;614.8;656.1;860.0;2211001.0;NaoSabe;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;11976;B;0;9;1.5;(1, 2];673.3599999999999;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3151;M;Parda;Particular;Urbano;529.5;594.2;582.8;593.3;580.0;2211001.0;FundamentalCompleto;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;9;16;1.33;(1, 2];575.96;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
3152;M;Branco;Particular;Urbano;474.9;587.9;575.2;539.6;920.0;2211001.0;FundamentalCompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Não;Sim;2495;D;9;16;2.0;(1, 2];619.52;(500, 650];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
3153;F;Parda;Estadual;Urbano;422.4;459.8;462.6;412.9;900.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;2495;D;12;12;2.0;(1, 2];531.5400000000002;(300, 500];(300, 500];(300, 500];(300, 500];(800.0, 1000.0];1
3154;M;Parda;Federal;Urbano;601.8;667.6;618.2;800.4;780.0;2211001.0;Medio;Superior;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;3992;D;12;16;1.33;(1, 2];693.6;(800, 1000];(500, 650];(650, 800];(500, 650];(650.0, 800.0];0
3155;M;Preta;Particular;Urbano;585.7;521.5;513.0;629.7;560.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;12;12;2.0;(1, 2];561.9799999999998;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
3156;M;Preta;Estadual;Urbano;427.3;368.8;430.4;586.5;320.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;4;9;2.0;(1, 2];426.6;(500, 650];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3157;M;Parda;Estadual;Urbano;366.4;493.1;503.0;460.3;640.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;5988;C;18;18;1.67;(1, 2];492.56000000000006;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
3158;F;Parda;Estadual;Urbano;490.0;521.4;558.8;457.5;640.0;2211001.0;Superior;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Nao;1996;E;16;12;1.33;(1, 2];533.54;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
3159;F;Amarelo;Estadual;Urbano;454.1;520.5;551.4;515.8;720.0;2211001.0;FundamentalIncompleto;Medio;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;0;E;5;12;2.0;(1, 2];552.3599999999999;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
3160;F;Parda;Particular;Urbano;657.4;675.9;617.6;923.8;900.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;14970;B;18;18;1.33;(1, 2];754.94;(800, 1000];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
3161;F;Branco;Particular;Urbano;520.9;577.8;518.0;599.7;520.0;2211001.0;Superior;Medio;NãoSabe;Grupo(A,B,C);Sim;Sim;Sim;2495;D;16;12;1.0;(0, 1];547.28;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
3162;M;Branco;Estadual;Urbano;429.3;464.5;523.3;438.9;340.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;4;5;2.0;(1, 2];439.2;(300, 500];(500, 650];(300, 500];(300, 500];(300.0, 500.0];1
3163;F;Parda;Particular;Urbano;660.4;659.3;639.7;829.8;980.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;9;12;2.0;(1, 2];753.84;(800, 1000];(500, 650];(650, 800];(650, 800];(800.0, 1000.0];0
3164;F;Preta;Particular;Urbano;552.8;561.0;563.5;588.1;920.0;2211001.0;FundamentalCompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;9;12;2.0;(1, 2];637.0799999999998;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3165;M;Parda;Estadual;Urbano;421.1;463.2;449.9;470.7;440.0;2211001.0;NaoSabe;NaoSabe;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;0;0;3.0;(2, 3];448.98;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3166;M;Preta;Estadual;Urbano;450.4;461.0;498.1;462.7;360.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;5;12;2.0;(1, 2];446.44;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3167;F;Parda;Estadual;Urbano;385.9;477.4;492.9;431.0;380.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;4;5;2.5;(2, 3];433.44;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3168;M;Branco;Particular;Urbano;448.9;390.3;516.9;513.5;700.0;2211001.0;FundamentalCompleto;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;3992;D;9;18;1.33;(1, 2];513.92;(500, 650];(500, 650];(300, 500];(300, 500];(650.0, 800.0];1
3169;M;Parda;Estadual;Urbano;446.2;441.8;538.1;447.6;600.0;2211001.0;FundamentalIncompleto;Medio;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;998;E;0;12;1.0;(0, 1];494.74;(300, 500];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
3170;M;Parda;Estadual;Urbano;476.2;509.0;506.6;406.3;640.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;2495;D;12;12;1.33;(1, 2];507.62;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
3171;M;Preta;Estadual;Urbano;473.9;542.7;531.1;408.9;480.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;4;9;3.0;(2, 3];487.32000000000005;(300, 500];(500, 650];(500, 650];(300, 500];(300.0, 500.0];1
3172;F;Preta;Particular;Urbano;477.0;556.2;577.5;573.9;680.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Nao;1996;E;12;12;1.67;(1, 2];572.92;(500, 650];(500, 650];(500, 650];(300, 500];(650.0, 800.0];0
3173;M;Branco;Estadual;Urbano;480.2;477.6;498.7;433.9;500.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1996;E;5;4;1.67;(1, 2];478.07999999999987;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3174;F;Branco;Particular;Urbano;585.1;544.6;625.1;656.5;940.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;16;16;1.5;(1, 2];670.26;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3175;F;Branco;Particular;Urbano;629.1;699.7;681.5;659.1;840.0;2211001.0;Superior;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;2994;D;16;12;1.0;(0, 1];701.88;(650, 800];(650, 800];(650, 800];(500, 650];(800.0, 1000.0];0
3176;M;Branco;Estadual;Urbano;369.6;348.0;499.0;385.8;460.0;2211001.0;FundamentalIncompleto;NaoSabe;NãoSabe;NãoSabe;Sim;Sim;Sim;2495;D;5;0;1.5;(1, 2];412.48;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3177;F;Branco;Particular;Urbano;562.7;615.0;584.5;438.0;760.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;5988;C;18;16;1.0;(0, 1];592.04;(300, 500];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3178;M;Parda;Particular;Urbano;624.9;534.9;585.2;785.4;740.0;2211001.0;FundamentalCompleto;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Nao;2994;D;9;16;1.33;(1, 2];654.08;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3179;M;Parda;Federal;Urbano;652.1;583.6;575.5;746.3;920.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(D,E);Grupo(A,B,C);Sim;Não;Nao;998;E;5;5;1.5;(1, 2];695.4999999999999;(650, 800];(500, 650];(500, 650];(650, 800];(800.0, 1000.0];0
3180;M;Parda;Particular;Urbano;731.2;732.7;650.4;940.0;960.0;2211001.0;Medio;Superior;Grupo(A,B,C);Grupo(D,E);Sim;Sim;Sim;4990;C;12;18;1.33;(1, 2];802.86;(800, 1000];(650, 800];(650, 800];(650, 800];(800.0, 1000.0];0
3181;M;Parda;Estadual;Urbano;497.3;531.4;518.1;454.1;600.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;12;12;2.0;(1, 2];520.1800000000002;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
3182;F;Parda;Estadual;Urbano;346.9;513.7;453.7;489.3;660.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;9;9;5.0;(4, 20];492.72;(300, 500];(300, 500];(500, 650];(300, 500];(650.0, 800.0];1
3183;M;Parda;Particular;Urbano;559.0;591.3;465.3;617.0;720.0;2211001.0;Superior;Superior;NãoSabe;NãoSabe;Sim;Sim;Sim;14970;B;16;16;2.0;(1, 2];590.52;(500, 650];(300, 500];(500, 650];(500, 650];(650.0, 800.0];0
3184;F;Parda;Estadual;Urbano;443.4;538.7;514.9;441.9;580.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;998;E;12;12;2.0;(1, 2];503.78;(300, 500];(500, 650];(500, 650];(300, 500];(500.0, 650.0];1
3185;M;Parda;Particular;Urbano;598.5;611.2;589.6;718.3;880.0;2211001.0;FundamentalCompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1996;E;9;9;1.33;(1, 2];679.5200000000002;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3186;M;Parda;Particular;Urbano;618.1;719.7;660.8;740.1;880.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;3992;D;12;12;1.0;(0, 1];723.74;(650, 800];(650, 800];(650, 800];(500, 650];(800.0, 1000.0];0
3187;M;Parda;Estadual;Urbano;388.5;512.7;477.5;588.3;900.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;0;E;4;5;2.5;(2, 3];573.4;(500, 650];(300, 500];(500, 650];(300, 500];(800.0, 1000.0];1
3188;F;Parda;Particular;Urbano;540.2;540.6;468.4;516.3;920.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;6986;C;16;18;1.67;(1, 2];597.1;(500, 650];(300, 500];(500, 650];(500, 650];(800.0, 1000.0];0
3189;F;Parda;Estadual;Urbano;460.7;560.4;563.9;482.3;820.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;4;12;2.5;(2, 3];577.4599999999998;(300, 500];(500, 650];(500, 650];(300, 500];(800.0, 1000.0];0
3190;F;Parda;Estadual;Urbano;360.6;472.9;466.9;443.2;440.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;0;E;4;9;1.67;(1, 2];436.72;(300, 500];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3191;M;Parda;Particular;Urbano;535.0;595.3;585.7;601.4;960.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;3992;D;16;18;1.0;(0, 1];655.48;(500, 650];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3192;M;Parda;Estadual;Urbano;521.1;508.2;579.7;466.1;700.0;2211001.0;Medio;FundamentalCompleto;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;998;E;12;9;2.0;(1, 2];555.02;(300, 500];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3193;F;Branco;Particular;Urbano;553.7;579.3;582.9;672.9;960.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;19960;A;5;9;1.25;(1, 2];669.76;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3194;M;NaoDeclarado;Particular;Urbano;576.5;536.6;617.1;672.7;720.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;14970;B;16;16;0.67;(0, 1];624.58;(650, 800];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3195;F;Parda;Estadual;Urbano;408.4;430.4;406.0;523.2;400.0;2211001.0;FundamentalIncompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;1497;E;4;4;2.0;(1, 2];433.6;(500, 650];(300, 500];(300, 500];(300, 500];(300.0, 500.0];1
3196;F;Amarelo;Estadual;Urbano;431.4;371.5;476.8;444.8;520.0;2211001.0;NaoSabe;NaoSabe;NãoSabe;Grupo(A,B,C);Sim;Não;Nao;1497;E;0;0;2.5;(2, 3];448.9;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3197;F;Parda;Estadual;Urbano;412.2;416.5;514.3;504.6;640.0;2211001.0;Medio;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;12;12;2.0;(1, 2];497.52;(500, 650];(500, 650];(300, 500];(300, 500];(500.0, 650.0];1
3198;M;Parda;Estadual;Urbano;362.5;445.3;478.7;435.0;520.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1996;E;5;9;1.75;(1, 2];448.3;(300, 500];(300, 500];(300, 500];(300, 500];(500.0, 650.0];1
3199;F;Parda;Estadual;Urbano;460.4;505.9;530.9;519.1;480.0;2211001.0;FundamentalCompleto;FundamentalIncompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Nao;998;E;9;5;3.0;(2, 3];499.2600000000001;(500, 650];(500, 650];(500, 650];(300, 500];(300.0, 500.0];1
3200;F;Preta;Estadual;Urbano;397.0;502.3;519.5;471.0;660.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;4990;C;5;12;1.67;(1, 2];509.96;(300, 500];(500, 650];(500, 650];(300, 500];(650.0, 800.0];1
3201;M;Branco;Particular;Urbano;501.9;541.0;555.0;586.6;620.0;2211001.0;Medio;Medio;Grupo(D,E);Grupo(A,B,C);Sim;Sim;Sim;3992;D;12;12;1.67;(1, 2];560.9;(500, 650];(500, 650];(500, 650];(500, 650];(500.0, 650.0];0
3202;M;Parda;Particular;Urbano;529.0;625.5;552.1;564.7;660.0;2211001.0;Superior;Superior;Grupo(D,E);Grupo(D,E);Sim;Sim;Sim;7984;C;18;16;1.67;(1, 2];586.26;(500, 650];(500, 650];(500, 650];(500, 650];(650.0, 800.0];0
3203;F;Parda;Particular;Urbano;567.5;624.9;604.3;652.0;920.0;2211001.0;FundamentalIncompleto;Medio;Grupo(A,B,C);Grupo(A,B,C);Sim;Sim;Sim;1497;E;4;12;1.67;(1, 2];673.74;(650, 800];(500, 650];(500, 650];(500, 650];(800.0, 1000.0];0
3204;M;Parda;Estadual;Urbano;476.1;505.1;547.7;449.6;660.0;2211001.0;FundamentalIncompleto;FundamentalCompleto;Grupo(A,B,C);Grupo(A,B,C);Sim;Não;Sim;998;E;4;9;2.5;(2, 3];527.7;(300, 500];(500, 650];(500, 650];(300, 500];(650.0, 800.0];1
